transaction_id,date,description,amount,category,payment_method,month,day_of_week,is_fraud,income_type,credit_score,debt_to_income_ratio,savings_rate,financial_stress_level,cash_flow_status,emergency_fund_pkr,emergency_fund_months,subscription_services,loan_payment_pkr,investment_amount_pkr,savings_goal_met,financial_scenario,fraud_flag,financial_advice_score,monthly_income_pkr
TXN0752,2023-04-09,Parking Fee,592.63,Transport,EasyPaisa,2023-04,Sunday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1950,2023-04-09,Chase Up,2945.25,Shopping,JazzCash,2023-04,Sunday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0260,2023-04-10,Hospital Bill,6826.2,Healthcare,Credit Card,2023-04,Monday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN2313,2023-04-10,Pharmacy,2649.26,Healthcare,Credit Card,2023-04,Monday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0501,2023-04-11,University Fee,14400.72,Education,JazzCash,2023-04,Tuesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0503,2023-04-11,Postage,1362.04,Miscellaneous,Cash,2023-04,Tuesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1167,2023-04-11,OLX Purchase,2780.29,Shopping,Credit Card,2023-04,Tuesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1064,2023-04-12,Nayatel Internet,5868.37,Utilities,Credit Card,2023-04,Wednesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0442,2023-04-13,Pharmacy,8437.59,Healthcare,Debit Card,2023-04,Thursday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1216,2023-04-13,Repair Service,1260.44,Miscellaneous,Credit Card,2023-04,Thursday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1354,2023-04-13,Spotify,1098.93,Entertainment,JazzCash,2023-04,Thursday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1297,2023-04-14,Water Bill,1422.29,Utilities,Credit Card,2023-04,Friday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1473,2023-04-14,Video Game,229.35,Entertainment,JazzCash,2023-04,Friday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0904,2023-04-15,Khaadi,9426.96,Shopping,Credit Card,2023-04,Saturday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1317,2023-04-15,Petrol Station,77.28,Transport,Debit Card,2023-04,Saturday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1543,2023-04-15,Monthly Rent,6670.86,Rent,JazzCash,2023-04,Saturday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0055,2023-04-16,Apartment Rent,19639.72,Rent,Debit Card,2023-04,Sunday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0290,2023-04-16,Netflix,1851.02,Entertainment,EasyPaisa,2023-04,Sunday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0875,2023-04-16,Cinema Ticket,1960.37,Entertainment,Credit Card,2023-04,Sunday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1124,2023-04-16,Careem Bike,1456.91,Transport,EasyPaisa,2023-04,Sunday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN2351,2023-04-16,Café Latte,4069.41,Food & Dining,EasyPaisa,2023-04,Sunday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0357,2023-04-18,Kababjees,2948.85,Food & Dining,Credit Card,2023-04,Tuesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0723,2023-04-18,Concert Ticket,368.6,Entertainment,EasyPaisa,2023-04,Tuesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0979,2023-04-18,Investment Transfer,25664.41,Savings,JazzCash,2023-04,Tuesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1972,2023-04-18,Jazz Internet,1292.38,Utilities,EasyPaisa,2023-04,Tuesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0611,2023-04-19,Parking Fee,976.97,Transport,EasyPaisa,2023-04,Wednesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0693,2023-04-19,Cheetay Delivery,4055.68,Food & Dining,Credit Card,2023-04,Wednesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1997,2023-04-19,Spotify,2319.99,Entertainment,EasyPaisa,2023-04,Wednesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN2181,2023-04-19,Sana Safinaz,4126.1,Shopping,Credit Card,2023-04,Wednesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1446,2023-04-20,Pharmacy,4940.76,Healthcare,EasyPaisa,2023-04,Thursday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1794,2023-04-20,Netflix,2217.06,Entertainment,Debit Card,2023-04,Thursday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN2200,2023-04-20,Monthly Rent,27490.38,Rent,EasyPaisa,2023-04,Thursday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1340,2023-04-21,Petrol Station,64.09,Transport,EasyPaisa,2023-04,Friday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0390,2023-04-22,Apartment Rent,12622.01,Rent,EasyPaisa,2023-04,Saturday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0885,2023-04-22,Pharmacy,3079.67,Healthcare,EasyPaisa,2023-04,Saturday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1093,2023-04-22,Imtiaz Superstore,3268.47,Food & Dining,Cash,2023-04,Saturday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN2165,2023-04-22,Uber,1970.06,Transport,JazzCash,2023-04,Saturday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0162,2023-04-23,YouTube Premium,1210.07,Entertainment,Cash,2023-04,Sunday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0183,2023-04-23,Parking Fee,1562.89,Transport,Credit Card,2023-04,Sunday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0915,2023-04-24,Burns Road,1108.06,Food & Dining,EasyPaisa,2023-04,Monday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0883,2023-04-25,Video Game,817.36,Entertainment,EasyPaisa,2023-04,Tuesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1210,2023-04-25,Hardee's,2275.55,Food & Dining,Credit Card,2023-04,Tuesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1551,2023-04-25,Amazon Prime,1145.64,Entertainment,Credit Card,2023-04,Tuesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1984,2023-04-25,FoodPanda Order,3561.56,Food & Dining,Cash,2023-04,Tuesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0044,2023-04-26,Repair Service,831.67,Miscellaneous,Cash,2023-04,Wednesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1229,2023-04-26,Investment Transfer,2699.68,Savings,Cash,2023-04,Wednesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN2242,2023-04-26,InDrive,1445.67,Transport,Cash,2023-04,Wednesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0087,2023-04-27,Exam Fee,11368.73,Education,EasyPaisa,2023-04,Thursday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0933,2023-04-27,Metro BRT,736.93,Transport,Cash,2023-04,Thursday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1126,2023-04-27,Shoe Store,6774.61,Shopping,Cash,2023-04,Thursday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN2194,2023-04-27,InDrive,1100.37,Transport,Credit Card,2023-04,Thursday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0144,2023-04-28,Hospital Bill,6049.27,Healthcare,EasyPaisa,2023-04,Friday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0454,2023-04-28,Toll Tax,1564.58,Transport,Credit Card,2023-04,Friday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0806,2023-04-28,Hospital Bill,3079.44,Healthcare,Debit Card,2023-04,Friday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1019,2023-04-28,Monthly Rent,14193.59,Rent,Cash,2023-04,Friday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1785,2023-04-28,Water Bill,7042.26,Utilities,Credit Card,2023-04,Friday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0269,2023-04-29,Cheetay Delivery,1034.4,Food & Dining,EasyPaisa,2023-04,Saturday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0513,2023-04-29,Metro BRT,1750.21,Transport,JazzCash,2023-04,Saturday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1037,2023-04-29,Burns Road,305.28,Food & Dining,Credit Card,2023-04,Saturday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1197,2023-04-29,SSGC Gas Bill,2345.48,Utilities,JazzCash,2023-04,Saturday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN2475,2023-04-29,Burns Road,2605.27,Food & Dining,Cash,2023-04,Saturday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0227,2023-04-30,Burns Road,503.21,Food & Dining,JazzCash,2023-04,Sunday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1940,2023-04-30,Meezan Savings,23097.48,Savings,EasyPaisa,2023-04,Sunday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN2314,2023-04-30,Cheetay Delivery,3113.23,Food & Dining,JazzCash,2023-04,Sunday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1497,2023-05-01,Petrol Station,795.29,Transport,Credit Card,2023-05,Monday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0092,2023-05-02,Careem Bike,422.22,Transport,JazzCash,2023-05,Tuesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1341,2023-05-02,Toll Tax,398.27,Transport,Debit Card,2023-05,Tuesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1425,2023-05-02,Bank Transfer – Savings,8304.77,Savings,EasyPaisa,2023-05,Tuesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1567,2023-05-02,House Rent,15007.06,Rent,Cash,2023-05,Tuesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1895,2023-05-02,SSGC Gas Bill,5921.36,Utilities,Cash,2023-05,Tuesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0601,2023-05-03,Books,9317.62,Education,Credit Card,2023-05,Wednesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0786,2023-05-03,Bykea,251.08,Transport,Debit Card,2023-05,Wednesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0888,2023-05-03,KFC,3411.17,Food & Dining,JazzCash,2023-05,Wednesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1071,2023-05-03,Pizza Hut,549.84,Food & Dining,JazzCash,2023-05,Wednesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1176,2023-05-03,Careem,1315.61,Transport,Credit Card,2023-05,Wednesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0214,2023-05-04,Café Latte,1526.04,Food & Dining,Credit Card,2023-05,Thursday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0461,2023-05-05,Jazz Cash Saving,10230.41,Savings,JazzCash,2023-05,Friday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0740,2023-05-05,Meezan Savings,16650.39,Savings,Credit Card,2023-05,Friday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0920,2023-05-05,Carrefour Grocery,2110.51,Food & Dining,Cash,2023-05,Friday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN2115,2023-05-05,Careem,1397.84,Transport,Credit Card,2023-05,Friday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0271,2023-05-06,Monthly Rent,39671.16,Rent,Debit Card,2023-05,Saturday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0150,2023-05-07,Doctor Visit,1467.38,Healthcare,Cash,2023-05,Sunday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0250,2023-05-07,Nayatel Internet,4057.6,Utilities,Credit Card,2023-05,Sunday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0440,2023-05-07,PTCL Broadband,2223.62,Utilities,Debit Card,2023-05,Sunday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1013,2023-05-07,YouTube Premium,311.77,Entertainment,JazzCash,2023-05,Sunday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1252,2023-05-07,FoodPanda Order,2538.67,Food & Dining,JazzCash,2023-05,Sunday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1518,2023-05-07,Kababjees,1799.67,Food & Dining,Credit Card,2023-05,Sunday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN2070,2023-05-07,Monthly Rent,10197.87,Rent,Credit Card,2023-05,Sunday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN2339,2023-05-07,Imtiaz Superstore,1885.54,Food & Dining,Cash,2023-05,Sunday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0045,2023-05-08,Parking Fee,756.13,Transport,Credit Card,2023-05,Monday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0174,2023-05-08,Bank Transfer – Savings,5871.46,Savings,Cash,2023-05,Monday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1533,2023-05-08,Video Game,2056.04,Entertainment,Credit Card,2023-05,Monday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0604,2023-05-09,KFC,3011.35,Food & Dining,Cash,2023-05,Tuesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0607,2023-05-09,Health Supplement,2442.77,Healthcare,Credit Card,2023-05,Tuesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0944,2023-05-09,Clothing Store,891.73,Shopping,EasyPaisa,2023-05,Tuesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1242,2023-05-09,Petrol Station,797.75,Transport,Cash,2023-05,Tuesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN2312,2023-05-09,Health Supplement,4129.9,Healthcare,JazzCash,2023-05,Tuesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN2436,2023-05-09,Shoe Store,3186.32,Shopping,Cash,2023-05,Tuesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN2488,2023-05-09,OLX Purchase,4924.37,Shopping,Cash,2023-05,Tuesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0146,2023-05-10,Al-Fatah,536.4,Shopping,JazzCash,2023-05,Wednesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0231,2023-05-10,Cheetay Delivery,2873.09,Food & Dining,Debit Card,2023-05,Wednesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0324,2023-05-10,Pizza Hut,2393.24,Food & Dining,EasyPaisa,2023-05,Wednesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0337,2023-05-10,House Rent,19529.23,Rent,Credit Card,2023-05,Wednesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0924,2023-05-10,Shoe Store,7212.49,Shopping,EasyPaisa,2023-05,Wednesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN2296,2023-05-10,Meezan Savings,3009.04,Savings,EasyPaisa,2023-05,Wednesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0035,2023-05-11,Daraz,8855.74,Shopping,JazzCash,2023-05,Thursday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0188,2023-05-11,Pizza Hut,469.98,Food & Dining,Credit Card,2023-05,Thursday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0405,2023-05-11,Khaadi,6146.92,Shopping,Credit Card,2023-05,Thursday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1611,2023-05-11,Hospital Bill,3140.57,Healthcare,Credit Card,2023-05,Thursday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN2407,2023-05-11,Hardee's,365.8,Food & Dining,JazzCash,2023-05,Thursday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0363,2023-05-12,Bank Charges,1105.55,Miscellaneous,Debit Card,2023-05,Friday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0548,2023-05-12,SSGC Gas Bill,6208.76,Utilities,JazzCash,2023-05,Friday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0938,2023-05-12,Kababjees,4060.51,Food & Dining,Debit Card,2023-05,Friday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1560,2023-05-12,Concert Ticket,443.46,Entertainment,Debit Card,2023-05,Friday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1655,2023-05-12,SSGC Gas Bill,2262.84,Utilities,EasyPaisa,2023-05,Friday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1811,2023-05-12,Jazz Internet,2343.05,Utilities,JazzCash,2023-05,Friday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1134,2023-05-13,Biryani House,3593.68,Food & Dining,EasyPaisa,2023-05,Saturday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1336,2023-05-13,Telenor Postpaid,3188.73,Utilities,EasyPaisa,2023-05,Saturday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1523,2023-05-13,Mutual Fund,2091.65,Savings,Credit Card,2023-05,Saturday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1557,2023-05-13,Electronics Store,3683.01,Shopping,Debit Card,2023-05,Saturday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN2324,2023-05-13,Careem,860.74,Transport,Cash,2023-05,Saturday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN2328,2023-05-13,McDonald's,2264.52,Food & Dining,Cash,2023-05,Saturday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0515,2023-05-14,Hardee's,1782.63,Food & Dining,Cash,2023-05,Sunday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0585,2023-05-14,Uber,576.14,Transport,Cash,2023-05,Sunday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0828,2023-05-14,Dentist,3776.93,Healthcare,Debit Card,2023-05,Sunday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0945,2023-05-14,KESC Electricity Bill,4021.2,Utilities,Debit Card,2023-05,Sunday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN2263,2023-05-14,Mutual Fund,10528.18,Savings,Credit Card,2023-05,Sunday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1359,2023-05-15,Toll Tax,110.98,Transport,JazzCash,2023-05,Monday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1617,2023-05-15,Lab Test,7432.71,Healthcare,EasyPaisa,2023-05,Monday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1453,2023-05-16,Dentist,407.81,Healthcare,Debit Card,2023-05,Tuesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1939,2023-05-16,Petrol Station,1782.7,Transport,JazzCash,2023-05,Tuesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
